,county,state,Cluster
1750,Oklahoma County,Oklahoma,1
1751,Trempealeau County,Wisconsin,1
1752,Chippewa County,Wisconsin,1
1753,Calumet County,Wisconsin,1
1754,Brown County,Wisconsin,1
1755,Noble County,Oklahoma,1
1756,Teton County,Wyoming,1
1757,Waukesha County,Wisconsin,1
1758,Rogers County,Oklahoma,1
1759,Muskogee County,Oklahoma,1
1760,Seminole County,Oklahoma,1
1761,Winnebago County,Wisconsin,1
1762,Murray County,Oklahoma,1
1763,Stephens County,Oklahoma,1
1764,Tillman County,Oklahoma,1
1765,Tulsa County,Oklahoma,1
1766,St. Croix County,Wisconsin,1
1767,Douglas County,Wisconsin,1
1768,Dunn County,Wisconsin,1
1769,Eau Claire County,Wisconsin,1
1770,Menominee County,Wisconsin,1
1771,Milwaukee County,Wisconsin,1
1772,Lafayette County,Wisconsin,1
1773,La Crosse County,Wisconsin,1
1774,Monroe County,Wisconsin,1
1775,Kewaunee County,Wisconsin,1
1776,Crawford County,Pennsylvania,1
1777,Outagamie County,Wisconsin,1
1778,Kenosha County,Wisconsin,1
1779,Pierce County,Wisconsin,1
1780,Jackson County,Wisconsin,1
1781,Iowa County,Wisconsin,1
1782,Racine County,Wisconsin,1
1783,Green County,Wisconsin,1
1784,Pottawatomie County,Oklahoma,1
1785,Pontotoc County,Oklahoma,1
1786,Grant County,Wisconsin,1
1787,Rock County,Wisconsin,1
1788,Payne County,Oklahoma,1
1789,Putnam County,West Virginia,1
1790,Wagoner County,Oklahoma,1
1791,Pleasants County,West Virginia,1
1792,Hood River County,Oregon,1
1793,King County,Washington,1
1794,Jefferson County,Oregon,1
1795,Grant County,Washington,1
1796,Franklin County,Washington,1
1797,Douglas County,Washington,1
1798,Cowlitz County,Washington,1
1799,Clark County,Washington,1
1800,Chelan County,Washington,1
1801,Lane County,Oregon,1
1802,Kiowa County,Oklahoma,1
1803,Benton County,Washington,1
1804,Linn County,Oregon,1
1805,Malheur County,Oregon,1
1806,Marion County,Oregon,1
1807,Kingfisher County,Oklahoma,1
1808,Morrow County,Oregon,1
1809,Sweetwater County,Wyoming,1
1810,Multnomah County,Oregon,1
1811,Polk County,Oregon,1
1812,Kitsap County,Washington,1
1813,Kittitas County,Washington,1
1814,Carbon County,Wyoming,1
1815,Logan County,Oklahoma,1
1816,Monongalia County,West Virginia,1
1817,Washita County,Oklahoma,1
1818,Marion County,West Virginia,1
1819,Jefferson County,West Virginia,1
1820,Benton County,Oregon,1
1821,Clackamas County,Oregon,1
1822,Columbia County,Oregon,1
1823,McClain County,Oklahoma,1
1824,Berkeley County,West Virginia,1
1825,Yakima County,Washington,1
1826,Deschutes County,Oregon,1
1827,Whitman County,Washington,1
1828,Whatcom County,Washington,1
1829,Walla Walla County,Washington,1
1830,Thurston County,Washington,1
1831,Spokane County,Washington,1
1832,Snohomish County,Washington,1
1833,Natrona County,Wyoming,1
1834,Pierce County,Washington,1
1835,Montgomery County,Tennessee,1
1836,Beaver County,Utah,1
1837,Cumberland County,Pennsylvania,1
1838,Hidalgo County,Texas,1
1839,Jim Hogg County,Texas,1
1840,Jefferson County,Texas,1
1841,Lincoln County,South Dakota,1
1842,Jasper County,Texas,1
1843,Jackson County,Texas,1
1844,Jack County,Texas,1
1845,Irion County,Texas,1
1846,Hunt County,Texas,1
1847,Hudspeth County,Texas,1
1848,Howard County,Texas,1
1849,Hopkins County,Texas,1
1850,Minnehaha County,South Dakota,1
1851,Moody County,South Dakota,1
1852,Hockley County,Texas,1
1853,Hays County,Texas,1
1854,Nueces County,Texas,1
1855,Harrison County,Texas,1
1856,Harris County,Texas,1
1857,Hardin County,Texas,1
1858,Union County,South Dakota,1
1859,Ziebach County,South Dakota,1
1860,Hale County,Texas,1
1861,Guadalupe County,Texas,1
1862,Cherokee County,Oklahoma,1
1863,Gregg County,Texas,1
1864,Bledsoe County,Tennessee,1
1865,Grayson County,Texas,1
1866,Gonzales County,Texas,1
1867,Glasscock County,Texas,1
1868,Garza County,Texas,1
1869,Jim Wells County,Texas,1
1870,Johnson County,Texas,1
1871,Jones County,Texas,1
1872,Karnes County,Texas,1
1873,Navarro County,Texas,1
1874,Nacogdoches County,Texas,1
1875,Moore County,Texas,1
1876,Montgomery County,Texas,1
1877,Milam County,Texas,1
1878,Brookings County,South Dakota,1
1879,Midland County,Texas,1
1880,Medina County,Texas,1
1881,Clay County,South Dakota,1
1882,Maverick County,Texas,1
1883,Matagorda County,Texas,1
1884,Martin County,Texas,1
1885,Madison County,Texas,1
1886,McLennan County,Texas,1
1887,Dewey County,South Dakota,1
1888,Lynn County,Texas,1
1889,Lubbock County,Texas,1
1890,Live Oak County,Texas,1
1891,Limestone County,Texas,1
1892,Liberty County,Texas,1
1893,Lee County,Texas,1
1894,Lampasas County,Texas,1
1895,Lamb County,Texas,1
1896,Lamar County,Texas,1
1897,Knox County,Texas,1
1898,Kleberg County,Texas,1
1899,Hughes County,South Dakota,1
1900,Kendall County,Texas,1
1901,Kaufman County,Texas,1
1902,Galveston County,Texas,1
1903,Cheatham County,Tennessee,1
1904,Gaines County,Texas,1
1905,Brazos County,Texas,1
1906,Bowie County,Texas,1
1907,Bexar County,Texas,1
1908,Bell County,Texas,1
1909,Bee County,Texas,1
1910,Bastrop County,Texas,1
1911,Hickman County,Tennessee,1
1912,Bailey County,Texas,1
1913,Austin County,Texas,1
1914,Atascosa County,Texas,1
1915,Archer County,Texas,1
1916,Andrews County,Texas,1
1917,Wilson County,Tennessee,1
1918,Williamson County,Tennessee,1
1919,Weakley County,Tennessee,1
1920,Washington County,Tennessee,1
1921,Union County,Tennessee,1
1922,Trousdale County,Tennessee,1
1923,Knox County,Tennessee,1
1924,Tipton County,Tennessee,1
1925,Sumner County,Tennessee,1
1926,Lauderdale County,Tennessee,1
1927,Smith County,Tennessee,1
1928,Lawrence County,Tennessee,1
1929,Shelby County,Tennessee,1
1930,Sevier County,Tennessee,1
1931,Rutherford County,Tennessee,1
1932,Rhea County,Tennessee,1
1933,Madison County,Tennessee,1
1934,Morgan County,Tennessee,1
1935,Brazoria County,Texas,1
1936,Brooks County,Texas,1
1937,Freestone County,Texas,1
1938,Burleson County,Texas,1
1939,Fort Bend County,Texas,1
1940,Floyd County,Texas,1
1941,Davidson County,Tennessee,1
1942,Dickson County,Tennessee,1
1943,Falls County,Texas,1
1944,Erath County,Texas,1
1945,El Paso County,Texas,1
1946,Ellis County,Texas,1
1947,Ector County,Texas,1
1948,Dimmit County,Texas,1
1949,DeWitt County,Texas,1
1950,Denton County,Texas,1
1951,Deaf Smith County,Texas,1
1952,Dawson County,Texas,1
1953,Dallas County,Texas,1
1954,Crosby County,Texas,1
1955,Crockett County,Texas,1
1956,Crane County,Texas,1
1957,Coryell County,Texas,1
1958,Hardeman County,Tennessee,1
1959,Comal County,Texas,1
1960,Collin County,Texas,1
1961,Cochran County,Texas,1
1962,Chambers County,Texas,1
1963,Castro County,Texas,1
1964,Camp County,Texas,1
1965,Cameron County,Texas,1
1966,Calhoun County,Texas,1
1967,Caldwell County,Texas,1
1968,Nolan County,Texas,1
1969,Oldham County,Texas,1
1970,Dauphin County,Pennsylvania,1
1971,Albemarle County,Virginia,1
1972,Union County,Pennsylvania,1
1973,Caroline County,Virginia,1
1974,Buckingham County,Virginia,1
1975,Arlington County,Virginia,1
1976,York County,Pennsylvania,1
1977,Bristol County,Rhode Island,1
1978,Kent County,Rhode Island,1
1979,Providence County,Rhode Island,1
1980,Washington County,Rhode Island,1
1981,Anderson County,South Carolina,1
1982,Amelia County,Virginia,1
1983,Berkeley County,South Carolina,1
1984,Charleston County,South Carolina,1
1985,Cherokee County,South Carolina,1
1986,Washington County,Vermont,1
1987,Orange County,Texas,1
1988,Dorchester County,South Carolina,1
1989,Lamoille County,Vermont,1
1990,Franklin County,Vermont,1
1991,Chittenden County,Vermont,1
1992,Addison County,Vermont,1
1993,Greenville County,South Carolina,1
1994,Weber County,Utah,1
1995,Greenwood County,South Carolina,1
1996,Wasatch County,Utah,1
1997,Kershaw County,South Carolina,1
1998,Utah County,Utah,1
1999,Tooele County,Utah,1
2000,Summit County,Utah,1
2001,Laurens County,South Carolina,1
2002,Chesterfield County,Virginia,1
2003,Snyder County,Pennsylvania,1
2004,Culpeper County,Virginia,1
2005,Dinwiddie County,Virginia,1
2006,Delaware County,Pennsylvania,1
2007,Erie County,Pennsylvania,1
2008,Louisa County,Virginia,1
2009,Loudoun County,Virginia,1
2010,Franklin County,Pennsylvania,1
2011,Indiana County,Pennsylvania,1
2012,King William County,Virginia,1
2013,Lackawanna County,Pennsylvania,1
2014,Lancaster County,Pennsylvania,1
2015,Lebanon County,Pennsylvania,1
2016,Lehigh County,Pennsylvania,1
2017,Isle of Wight County,Virginia,1
2018,Henrico County,Virginia,1
2019,Luzerne County,Pennsylvania,1
2020,Hanover County,Virginia,1
2021,Lycoming County,Pennsylvania,1
2022,McKean County,Pennsylvania,1
2023,Greensville County,Virginia,1
2024,Monroe County,Pennsylvania,1
2025,Greene County,Virginia,1
2026,Montgomery County,Pennsylvania,1
2027,Northampton County,Pennsylvania,1
2028,Gloucester County,Virginia,1
2029,Perry County,Pennsylvania,1
2030,Philadelphia County,Pennsylvania,1
2031,Frederick County,Virginia,1
2032,Fluvanna County,Virginia,1
2033,Fauquier County,Virginia,1
2034,Fairfax County,Virginia,1
2035,Sanpete County,Utah,1
2036,San Juan County,Utah,1
2037,Salt Lake County,Utah,1
2038,Tom Green County,Texas,1
2039,Saluda County,South Carolina,1
2040,Terry County,Texas,1
2041,Spartanburg County,South Carolina,1
2042,Taylor County,Texas,1
2043,Tarrant County,Texas,1
2044,Swisher County,Texas,1
2045,Sutton County,Texas,1
2046,Sterling County,Texas,1
2047,Stephens County,Texas,1
2048,Starr County,Texas,1
2049,Somervell County,Texas,1
2050,Shelby County,Texas,1
2051,Schleicher County,Texas,1
2052,San Patricio County,Texas,1
2053,Rusk County,Texas,1
2054,Runnels County,Texas,1
2055,Rockwall County,Texas,1
2056,Robertson County,Texas,1
2057,Reeves County,Texas,1
2058,Reagan County,Texas,1
2059,Randall County,Texas,1
2060,York County,South Carolina,1
2061,Potter County,Texas,1
2062,Polk County,Texas,1
2063,Pecos County,Texas,1
2064,Parmer County,Texas,1
2065,Parker County,Texas,1
2066,Panola County,Texas,1
2067,Palo Pinto County,Texas,1
2068,Titus County,Texas,1
2069,Richland County,South Carolina,1
2070,Rich County,Utah,1
2071,Travis County,Texas,1
2072,Morgan County,Utah,1
2073,Iron County,Utah,1
2074,Grand County,Utah,1
2075,Lexington County,South Carolina,1
2076,Duchesne County,Utah,1
2077,Davis County,Utah,1
2078,Cache County,Utah,1
2079,Box Elder County,Utah,1
2080,Zavala County,Texas,1
2081,Zapata County,Texas,1
2082,Yoakum County,Texas,1
2083,Wise County,Texas,1
2084,Winkler County,Texas,1
2085,Wilson County,Texas,1
2086,Williamson County,Texas,1
2087,Willacy County,Texas,1
2088,Wilbarger County,Texas,1
2089,Wichita County,Texas,1
2090,Wharton County,Texas,1
2091,Webb County,Texas,1
2092,Ward County,Texas,1
2093,Waller County,Texas,1
2094,Pickens County,South Carolina,1
2095,Walker County,Texas,1
2096,Victoria County,Texas,1
2097,Val Verde County,Texas,1
2098,Uvalde County,Texas,1
2099,Upton County,Texas,1
2100,Upshur County,Texas,1
2101,Grimes County,Texas,1
2102,Autauga County,Alabama,1
2103,Canadian County,Oklahoma,1
2104,Bond County,Illinois,1
2105,Macon County,Illinois,1
2106,McLean County,Illinois,1
2107,McHenry County,Illinois,1
2108,McDonough County,Illinois,1
2109,Logan County,Illinois,1
2110,Livingston County,Illinois,1
2111,Lee County,Illinois,1
2112,LaSalle County,Illinois,1
2113,Lake County,Illinois,1
2114,Kendall County,Illinois,1
2115,Kankakee County,Illinois,1
2116,Kane County,Illinois,1
2117,Jersey County,Illinois,1
2118,Jackson County,Illinois,1
2119,Grundy County,Illinois,1
2120,Fulton County,Illinois,1
2121,Ford County,Illinois,1
2122,Fayette County,Illinois,1
2123,Effingham County,Illinois,1
2124,DuPage County,Illinois,1
2125,Douglas County,Illinois,1
2126,De Witt County,Illinois,1
2127,DeKalb County,Illinois,1
2128,Cook County,Illinois,1
2129,Clinton County,Illinois,1
2130,Christian County,Illinois,1
2131,Champaign County,Illinois,1
2132,Macoupin County,Illinois,1
2133,Madison County,Illinois,1
2134,Monroe County,Illinois,1
2135,Will County,Illinois,1
2136,Dearborn County,Indiana,1
2137,Daviess County,Indiana,1
2138,Crawford County,Indiana,1
2139,Clinton County,Indiana,1
2140,Clark County,Indiana,1
2141,Cass County,Indiana,1
2142,Carroll County,Indiana,1
2143,Boone County,Indiana,1
2144,Benton County,Indiana,1
2145,Allen County,Indiana,1
2146,Woodford County,Illinois,1
2147,Winnebago County,Illinois,1
2148,Warren County,Illinois,1
2149,Montgomery County,Illinois,1
2150,Vermilion County,Illinois,1
2151,Tazewell County,Illinois,1
2152,Sangamon County,Illinois,1
2153,St. Clair County,Illinois,1
2154,Rock Island County,Illinois,1
2155,Randolph County,Illinois,1
2156,Piatt County,Illinois,1
2157,Perry County,Illinois,1
2158,Peoria County,Illinois,1
2159,Ogle County,Illinois,1
2160,Moultrie County,Illinois,1
2161,Morgan County,Illinois,1
2162,Boone County,Illinois,1
2163,Teton County,Idaho,1
2164,Dubois County,Indiana,1
2165,Power County,Idaho,1
2166,Pike County,Georgia,1
2167,Pierce County,Georgia,1
2168,Peach County,Georgia,1
2169,Paulding County,Georgia,1
2170,Oglethorpe County,Georgia,1
2171,Oconee County,Georgia,1
2172,Newton County,Georgia,1
2173,Muscogee County,Georgia,1
2174,Monroe County,Georgia,1
2175,Mitchell County,Georgia,1
2176,Macon County,Georgia,1
2177,McDuffie County,Georgia,1
2178,Lumpkin County,Georgia,1
2179,Lowndes County,Georgia,1
2180,Long County,Georgia,1
2181,Liberty County,Georgia,1
2182,Lee County,Georgia,1
2183,Lanier County,Georgia,1
2184,Lamar County,Georgia,1
2185,Jones County,Georgia,1
2186,Jasper County,Georgia,1
2187,Irwin County,Georgia,1
2188,Houston County,Georgia,1
2189,Henry County,Georgia,1
2190,Harris County,Georgia,1
2191,Hall County,Georgia,1
2192,Habersham County,Georgia,1
2193,Polk County,Georgia,1
2194,Richmond County,Georgia,1
2195,Rockdale County,Georgia,1
2196,Worth County,Georgia,1
2197,Payette County,Idaho,1
2198,Nez Perce County,Idaho,1
2199,Madison County,Idaho,1
2200,Latah County,Idaho,1
2201,Jefferson County,Idaho,1
2202,Caribou County,Idaho,1
2203,Bonneville County,Idaho,1
2204,Bingham County,Idaho,1
2205,Bannock County,Idaho,1
2206,Maui County,Hawaii,1
2207,Kauai County,Hawaii,1
2208,Honolulu County,Hawaii,1
2209,Wilkinson County,Georgia,1
2210,Schley County,Georgia,1
2211,Wayne County,Georgia,1
2212,Ware County,Georgia,1
2213,Walton County,Georgia,1
2214,Treutlen County,Georgia,1
2215,Toombs County,Georgia,1
2216,Tift County,Georgia,1
2217,Thomas County,Georgia,1
2218,Terrell County,Georgia,1
2219,Tattnall County,Georgia,1
2220,Sumter County,Georgia,1
2221,Stewart County,Georgia,1
2222,Spalding County,Georgia,1
2223,Delaware County,Indiana,1
2224,Elkhart County,Indiana,1
2225,Grady County,Georgia,1
2226,Mills County,Iowa,1
2227,Wabaunsee County,Kansas,1
2228,Shawnee County,Kansas,1
2229,Sedgwick County,Kansas,1
2230,Riley County,Kansas,1
2231,Pratt County,Kansas,1
2232,Pottawatomie County,Kansas,1
2233,Osage County,Kansas,1
2234,Nemaha County,Kansas,1
2235,Miami County,Kansas,1
2236,Leavenworth County,Kansas,1
2237,Johnson County,Kansas,1
2238,Jefferson County,Kansas,1
2239,Jackson County,Kansas,1
2240,Harvey County,Kansas,1
2241,Geary County,Kansas,1
2242,Franklin County,Kansas,1
2243,Douglas County,Kansas,1
2244,Cowley County,Kansas,1
2245,Butler County,Kansas,1
2246,Washington County,Iowa,1
2247,Warren County,Iowa,1
2248,Wapello County,Iowa,1
2249,Union County,Iowa,1
2250,Tama County,Iowa,1
2251,Story County,Iowa,1
2252,Scott County,Iowa,1
2253,Polk County,Iowa,1
2254,Wyandotte County,Kansas,1
2255,Adair County,Kentucky,1
2256,Allen County,Kentucky,1
2257,Daviess County,Kentucky,1
2258,Harrison County,Kentucky,1
2259,Harlan County,Kentucky,1
2260,Hardin County,Kentucky,1
2261,Hancock County,Kentucky,1
2262,Grayson County,Kentucky,1
2263,Grant County,Kentucky,1
2264,Garrard County,Kentucky,1
2265,Gallatin County,Kentucky,1
2266,Franklin County,Kentucky,1
2267,Fleming County,Kentucky,1
2268,Fayette County,Kentucky,1
2269,Estill County,Kentucky,1
2270,Clark County,Kentucky,1
2271,Anderson County,Kentucky,1
2272,Christian County,Kentucky,1
2273,Carter County,Kentucky,1
2274,Campbell County,Kentucky,1
2275,Calloway County,Kentucky,1
2276,Butler County,Kentucky,1
2277,Bullitt County,Kentucky,1
2278,Breckinridge County,Kentucky,1
2279,Bracken County,Kentucky,1
2280,Bourbon County,Kentucky,1
2281,Boone County,Kentucky,1
2282,Bath County,Kentucky,1
2283,Barren County,Kentucky,1
2284,Monroe County,Iowa,1
2285,Marshall County,Iowa,1
2286,Floyd County,Indiana,1
2287,Marion County,Iowa,1
2288,Porter County,Indiana,1
2289,Pike County,Indiana,1
2290,Perry County,Indiana,1
2291,Noble County,Indiana,1
2292,Morgan County,Indiana,1
2293,Montgomery County,Indiana,1
2294,Monroe County,Indiana,1
2295,Miami County,Indiana,1
2296,Martin County,Indiana,1
2297,Marion County,Indiana,1
2298,Madison County,Indiana,1
2299,LaPorte County,Indiana,1
2300,Lake County,Indiana,1
2301,LaGrange County,Indiana,1
2302,Kosciusko County,Indiana,1
2303,Johnson County,Indiana,1
2304,Jennings County,Indiana,1
2305,Jefferson County,Indiana,1
2306,Jackson County,Indiana,1
2307,Howard County,Indiana,1
2308,Hendricks County,Indiana,1
2309,Harrison County,Indiana,1
2310,Hancock County,Indiana,1
2311,Hamilton County,Indiana,1
2312,Grant County,Indiana,1
2313,Gibson County,Indiana,1
2314,Franklin County,Indiana,1
2315,Putnam County,Indiana,1
2316,Ripley County,Indiana,1
2317,St. Joseph County,Indiana,1
2318,Cedar County,Iowa,1
2319,Mahaska County,Iowa,1
2320,Madison County,Iowa,1
2321,Lyon County,Iowa,1
2322,Linn County,Iowa,1
2323,Johnson County,Iowa,1
2324,Iowa County,Iowa,1
2325,Dubuque County,Iowa,1
2326,Delaware County,Iowa,1
2327,Davis County,Iowa,1
2328,Dallas County,Iowa,1
2329,Crawford County,Iowa,1
2330,Clarke County,Iowa,1
2331,Buchanan County,Iowa,1
2332,Scott County,Indiana,1
2333,Bremer County,Iowa,1
2334,Boone County,Iowa,1
2335,Black Hawk County,Iowa,1
2336,Benton County,Iowa,1
2337,Whitley County,Indiana,1
2338,White County,Indiana,1
2339,Washington County,Indiana,1
2340,Warrick County,Indiana,1
2341,Vanderburgh County,Indiana,1
2342,Tippecanoe County,Indiana,1
2343,Switzerland County,Indiana,1
2344,Spencer County,Indiana,1
2345,Gwinnett County,Georgia,1
2346,Fulton County,Georgia,1
2347,Caddo County,Oklahoma,1
2348,Craighead County,Arkansas,1
2349,Colusa County,California,1
2350,Butte County,California,1
2351,Alameda County,California,1
2352,White County,Arkansas,1
2353,Washington County,Arkansas,1
2354,Saline County,Arkansas,1
2355,St. Francis County,Arkansas,1
2356,Randolph County,Arkansas,1
2357,Pulaski County,Arkansas,1
2358,Pope County,Arkansas,1
2359,Poinsett County,Arkansas,1
2360,Phillips County,Arkansas,1
2361,Mississippi County,Arkansas,1
2362,Miller County,Arkansas,1
2363,Madison County,Arkansas,1
2364,Lonoke County,Arkansas,1
2365,Lincoln County,Arkansas,1
2366,Jefferson County,Arkansas,1
2367,Howard County,Arkansas,1
2368,Hot Spring County,Arkansas,1
2369,Hempstead County,Arkansas,1
2370,Greene County,Arkansas,1
2371,Grant County,Arkansas,1
2372,Faulkner County,Arkansas,1
2373,Drew County,Arkansas,1
2374,Desha County,Arkansas,1
2375,Cross County,Arkansas,1
2376,Contra Costa County,California,1
2377,Del Norte County,California,1
2378,Fresno County,California,1
2379,Riverside County,California,1
2380,Solano County,California,1
2381,Santa Cruz County,California,1
2382,Santa Clara County,California,1
2383,Santa Barbara County,California,1
2384,San Mateo County,California,1
2385,San Luis Obispo County,California,1
2386,San Joaquin County,California,1
2387,San Francisco County,California,1
2388,San Diego County,California,1
2389,San Bernardino County,California,1
2390,San Benito County,California,1
2391,Sacramento County,California,1
2392,Placer County,California,1
2393,Glenn County,California,1
2394,Orange County,California,1
2395,Napa County,California,1
2396,Monterey County,California,1
2397,Mono County,California,1
2398,Merced County,California,1
2399,Madera County,California,1
2400,Los Angeles County,California,1
2401,Lassen County,California,1
2402,Kings County,California,1
2403,Kern County,California,1
2404,Imperial County,California,1
2405,Humboldt County,California,1
2406,Crittenden County,Arkansas,1
2407,Conway County,Arkansas,1
2408,Stanislaus County,California,1
2409,Clark County,Arkansas,1
2410,Perry County,Alabama,1
2411,Morgan County,Alabama,1
2412,Montgomery County,Alabama,1
2413,Mobile County,Alabama,1
2414,Marshall County,Alabama,1
2415,Marengo County,Alabama,1
2416,Madison County,Alabama,1
2417,Macon County,Alabama,1
2418,Limestone County,Alabama,1
2419,Lee County,Alabama,1
2420,Jefferson County,Alabama,1
2421,Houston County,Alabama,1
2422,Hale County,Alabama,1
2423,Franklin County,Alabama,1
2424,Etowah County,Alabama,1
2425,Elmore County,Alabama,1
2426,DeKalb County,Alabama,1
2427,Dallas County,Alabama,1
2428,Dale County,Alabama,1
2429,Crenshaw County,Alabama,1
2430,Coffee County,Alabama,1
2431,Clarke County,Alabama,1
2432,Chilton County,Alabama,1
2433,Bullock County,Alabama,1
2434,Blount County,Alabama,1
2435,Bibb County,Alabama,1
2436,Barbour County,Alabama,1
2437,Pickens County,Alabama,1
2438,Pike County,Alabama,1
2439,Russell County,Alabama,1
2440,Coconino County,Arizona,1
2441,Bradley County,Arkansas,1
2442,Benton County,Arkansas,1
2443,Ashley County,Arkansas,1
2444,Arkansas County,Arkansas,1
2445,Yuma County,Arizona,1
2446,Santa Cruz County,Arizona,1
2447,Pinal County,Arizona,1
2448,Pima County,Arizona,1
2449,Navajo County,Arizona,1
2450,Maricopa County,Arizona,1
2451,Greenlee County,Arizona,1
2452,Graham County,Arizona,1
2453,Apache County,Arizona,1
2454,St. Clair County,Alabama,1
2455,Yukon-Koyukuk Census Area County,Alaska,1
2456,Skagway Municipality County,Alaska,1
2457,Nome Census Area County,Alaska,1
2458,Kodiak Island Borough County,Alaska,1
2459,Dillingham Census Area County,Alaska,1
2460,Bethel Census Area County,Alaska,1
2461,Wilcox County,Alabama,1
2462,Washington County,Alabama,1
2463,Walker County,Alabama,1
2464,Tuscaloosa County,Alabama,1
2465,Sumter County,Alabama,1
2466,Shelby County,Alabama,1
2467,Sonoma County,California,1
2468,Sutter County,California,1
2469,Forsyth County,Georgia,1
2470,Escambia County,Florida,1
2471,Brantley County,Georgia,1
2472,Bleckley County,Georgia,1
2473,Bibb County,Georgia,1
2474,Berrien County,Georgia,1
2475,Barrow County,Georgia,1
2476,Baldwin County,Georgia,1
2477,Bacon County,Georgia,1
2478,Atkinson County,Georgia,1
2479,Appling County,Georgia,1
2480,Wakulla County,Florida,1
2481,Union County,Florida,1
2482,Seminole County,Florida,1
2483,Santa Rosa County,Florida,1
2484,St. Johns County,Florida,1
2485,Polk County,Florida,1
2486,Osceola County,Florida,1
2487,Orange County,Florida,1
2488,Okeechobee County,Florida,1
2489,Okaloosa County,Florida,1
2490,Miami-Dade County,Florida,1
2491,Liberty County,Florida,1
2492,Leon County,Florida,1
2493,Lafayette County,Florida,1
2494,Hillsborough County,Florida,1
2495,Hendry County,Florida,1
2496,Hamilton County,Florida,1
2497,Gilchrist County,Florida,1
2498,Bryan County,Georgia,1
2499,Bulloch County,Georgia,1
2500,Burke County,Georgia,1
2501,Coweta County,Georgia,1
2502,Fayette County,Georgia,1
2503,Evans County,Georgia,1
2504,Emanuel County,Georgia,1
2505,Effingham County,Georgia,1
2506,Echols County,Georgia,1
2507,Early County,Georgia,1
2508,Douglas County,Georgia,1
2509,Dougherty County,Georgia,1
2510,DeKalb County,Georgia,1
2511,Decatur County,Georgia,1
2512,Dawson County,Georgia,1
2513,Crawford County,Georgia,1
2514,Cook County,Georgia,1
2515,Calhoun County,Georgia,1
2516,Columbia County,Georgia,1
2517,Coffee County,Georgia,1
2518,Cobb County,Georgia,1
2519,Clinch County,Georgia,1
2520,Clayton County,Georgia,1
2521,Clarke County,Georgia,1
2522,Cherokee County,Georgia,1
2523,Chattahoochee County,Georgia,1
2524,Chatham County,Georgia,1
2525,Charlton County,Georgia,1
2526,Carroll County,Georgia,1
2527,Candler County,Georgia,1
2528,Gadsden County,Florida,1
2529,Duval County,Florida,1
2530,Tehama County,California,1
2531,Columbia County,Florida,1
2532,La Plata County,Colorado,1
2533,Lake County,Colorado,1
2534,Kit Carson County,Colorado,1
2535,Jefferson County,Colorado,1
2536,Gunnison County,Colorado,1
2537,Grand County,Colorado,1
2538,Gilpin County,Colorado,1
2539,Garfield County,Colorado,1
2540,El Paso County,Colorado,1
2541,Elbert County,Colorado,1
2542,Eagle County,Colorado,1
2543,Douglas County,Colorado,1
2544,Denver County,Colorado,1
2545,Crowley County,Colorado,1
2546,Conejos County,Colorado,1
2547,Clear Creek County,Colorado,1
2548,Cheyenne County,Colorado,1
2549,Broomfield County,Colorado,1
2550,Boulder County,Colorado,1
2551,Bent County,Colorado,1
2552,Arapahoe County,Colorado,1
2553,Alamosa County,Colorado,1
2554,Adams County,Colorado,1
2555,Yuba County,California,1
2556,Yolo County,California,1
2557,Ventura County,California,1
2558,Tulare County,California,1
2559,Larimer County,Colorado,1
2560,Lincoln County,Colorado,1
2561,Logan County,Colorado,1
2562,Middlesex County,Connecticut,1
2563,Clay County,Florida,1
2564,Calhoun County,Florida,1
2565,Broward County,Florida,1
2566,Bay County,Florida,1
2567,Baker County,Florida,1
2568,Alachua County,Florida,1
2569,New Castle County,Delaware,1
2570,Kent County,Delaware,1
2571,Windham County,Connecticut,1
2572,Tolland County,Connecticut,1
2573,New London County,Connecticut,1
2574,New Haven County,Connecticut,1
2575,Hartford County,Connecticut,1
2576,Mesa County,Colorado,1
2577,Fairfield County,Connecticut,1
2578,Yuma County,Colorado,1
2579,Weld County,Colorado,1
2580,Summit County,Colorado,1
2581,San Miguel County,Colorado,1
2582,Routt County,Colorado,1
2583,Pueblo County,Colorado,1
2584,Prowers County,Colorado,1
2585,Pitkin County,Colorado,1
2586,Otero County,Colorado,1
2587,Morgan County,Colorado,1
2588,Moffat County,Colorado,1
2589,Hart County,Kentucky,1
2590,Henderson County,Kentucky,1
2591,Henry County,Kentucky,1
2592,Essex County,New Jersey,1
2593,Valencia County,New Mexico,1
2594,Socorro County,New Mexico,1
2595,San Juan County,New Mexico,1
2596,Sandoval County,New Mexico,1
2597,Roosevelt County,New Mexico,1
2598,Rio Arriba County,New Mexico,1
2599,Otero County,New Mexico,1
2600,McKinley County,New Mexico,1
2601,Los Alamos County,New Mexico,1
2602,Lea County,New Mexico,1
2603,Guadalupe County,New Mexico,1
2604,Curry County,New Mexico,1
2605,Cibola County,New Mexico,1
2606,Chaves County,New Mexico,1
2607,Bernalillo County,New Mexico,1
2608,Warren County,New Jersey,1
2609,Union County,New Jersey,1
2610,Sussex County,New Jersey,1
2611,Somerset County,New Jersey,1
2612,Salem County,New Jersey,1
2613,Passaic County,New Jersey,1
2614,Morris County,New Jersey,1
2615,Monmouth County,New Jersey,1
2616,Middlesex County,New Jersey,1
2617,Mercer County,New Jersey,1
